"","k_total_mean","k_total_disp","k_cancer_mean","k_cancer_disp","k_normal_mean","k_normal_disp"
"SSSCA1|10534",743.583333333333,0.133111241503755,800.277777777778,0.224008298474111,686.888888888889,0.0711420666497489
"SSTR1|6751",472.715277777778,0.605217378467406,365.833333333333,0.988739382870883,579.597222222222,0.18171072388274
"SSTR2|6752",531.388888888889,0.426011249739609,419.138888888889,0.534443430078732,643.638888888889,0.326665496209426
"SSTR5|6755",60.1527777777778,2.02359441474268,8.22222222222222,3.2126403866728,112.083333333333,1.28549947710696
"SST|6750",1137.77083333333,3.04687545253524,2183.18055555556,4.67704477422127,92.3611111111111,1.02355689009983
"SSU72|29101",5555.6875,0.0454678516558503,4340.66666666667,0.0654732749858189,6770.70833333333,0.0460281857062565
"SSX2IP|117178",2208.61111111111,0.146879454338535,1863.79166666667,0.221852576037887,2553.43055555556,0.0794621267242916
"ST13|6767",21315.2361111111,0.0813999347053262,21277,0.110013703539104,21353.4722222222,0.0697359511150585
"ST14|6768",6452.15277777778,0.499265696573449,3124.56944444444,0.748389470029169,9779.73611111111,0.192413445938011
"ST18|9705",21.8263888888889,1.27904243063421,16.4722222222222,1.1340369931465,27.1805555555556,1.40916263425991
"ST20|400410",130.222222222222,0.281833304592248,146.805555555556,0.420933010457588,113.638888888889,0.197794423383849
"ST3GAL1|6482",5489.45138888889,0.370496931261889,4728.20833333333,0.158415129259266,6250.69444444444,0.550555275922653
"ST3GAL2|6483",2042.8125,0.0810090888111259,2399.625,0.119399627899108,1686,0.0565041650370606
"ST3GAL3|6487",740.229166666667,0.144205591901762,765.833333333333,0.259093445581162,714.625,0.0500481185792531
"ST3GAL4|6484",2680.22916666667,0.449547410112052,1389.68055555556,0.500983783999525,3970.77777777778,0.381903081040473
"ST3GAL5|8869",747.763888888889,0.178252058196282,989.888888888889,0.23611936120602,505.638888888889,0.137613158197483
"ST3GAL6|10402",743.458333333333,0.242221991656767,367.319444444444,0.390335315183757,1119.59722222222,0.124513969174089
"ST5|6764",2734.46527777778,0.147052424234991,2201.18055555556,0.187623405028101,3267.75,0.112131315757098
"ST6GAL1|6480",21533.5694444444,0.308948861621689,6149.31944444444,0.30297912762355,36917.8194444444,0.298072384410784
"ST6GAL2|84620",170.368055555556,0.908940547391789,193.333333333333,1.24212445077566,147.402777777778,0.547743630360723
"ST6GALNAC1|55808",16.0625,0.78949322335975,13.25,0.957575737907021,18.875,0.675392212496122
"ST6GALNAC2|10610",648.298611111111,0.660804195396648,282.986111111111,1.13440341594364,1013.61111111111,0.126666956755869
